;fiscal_yr;service_id;service_name_en;service_name_fr;service_standard_id;service_standard_en;service_standard_fr;type;gcss_tool_fiscal_yr;channel;channel_comments_en;channel_comments_fr;target_type;target;volume_meeting_target;total_volume;performance;comments_en;comments_fr;target_met;standards_targets_uri_en;standards_targets_uri_fr;performance_results_uri_en;performance_results_uri_fr;org_name_variant;org_id;department_en;department_fr;fy_org_id_service_id
11614;2023-2024;1306;Issuing Radio/Spectrum Licences;Délivrance de licences radio et de spectre;8530;Issuance of a new Fixed (e.g. microwave) radio license or modification to an existing one: Point-to-point, Point-to-multipoint, Point-to-transportable or Transportable to transportable radio license will be processed in 28 days where no additional information is required.;"Delivrance d'une nouvelle licence radio Fixe (p. ex., micro-onde) ou modification d'une licence existante: Point à point, Point à multipoint, Point à station transportable ou
Station transportable à station transportable sera traité dans un délai de 28 jours lorsqu'aucune information supplémentaire n'est requise.";TML;;ONL;;;;0.9;2050.0;2059.0;0.9956;;;Y;https://www.ic.gc.ca/eic/site/smt-gst.nsf/eng/sf08802.html;http://www.ic.gc.ca/eic/site/smt-gst.nsf/fra/sf08802.html;;S.O.;ic;130.0;Innovation, Science and Economic Development Canada;Innovation, Sciences et Développement économique Canada;2023-2024_130_1306
11615;2023-2024;1306;Issuing Radio/Spectrum Licences;Délivrance de licences radio et de spectre;8534;Issuance of a new Land mobile radio license or modification to an existing one: Base-mobile systems radio license will be processed in 49 days where no additional information is required.;Delivrance d'une nouvelle licence radio Mobile terrestre ou modification d'une licence existante: Systèmes base mobile sera traité dans un délai de 49 jours lorsqu'aucune information supplémentaire n'est requise.;TML;;ONL;;;;0.9;2834.0;2889.0;0.981;;;Y;https://www.ic.gc.ca/eic/site/smt-gst.nsf/eng/sf08802.html;http://www.ic.gc.ca/eic/site/smt-gst.nsf/fra/sf08802.html;;S.O.;ic;130.0;Innovation, Science and Economic Development Canada;Innovation, Sciences et Développement économique Canada;2023-2024_130_1306
11616;2023-2024;1306;Issuing Radio/Spectrum Licences;Délivrance de licences radio et de spectre;8542;Issuance of a new Land mobile radio license or modification to an existing one: Mobile only radio license will be processed in 49 days where no additional information is required.;Delivrance d'une nouvelle licence radio Mobile terrestre ou modification d'une licence existante: Systèmes mobiles seulement sera traité dans un délai de 49 jours lorsqu'aucune information supplémentaire n'est requise.;TML;;ONL;;;;0.9;1486.0;1537.0;0.9668;;;Y;https://www.ic.gc.ca/eic/site/smt-gst.nsf/eng/sf08802.html;http://www.ic.gc.ca/eic/site/smt-gst.nsf/fra/sf08802.html;;S.O.;ic;130.0;Innovation, Science and Economic Development Canada;Innovation, Sciences et Développement économique Canada;2023-2024_130_1306
11617;2023-2024;1306;Issuing Radio/Spectrum Licences;Délivrance de licences radio et de spectre;8538;Issuance of a new Land mobile radio license or modification to an existing one: Light-licensed mobiles radio license will be processed in 21 days where no additional information is required.;Delivrance d'une nouvelle licence radio Mobile terrestre ou modification d'une licence existante: Systèmes mobiles simplifiés sera traité dans un délai de 21 jours lorsqu'aucune information supplémentaire n'est requise.;TML;;ONL;;;;0.9;161.0;162.0;0.9938;;;Y;https://www.ic.gc.ca/eic/site/smt-gst.nsf/eng/sf08802.html;http://www.ic.gc.ca/eic/site/smt-gst.nsf/fra/sf08802.html;;S.O.;ic;130.0;Innovation, Science and Economic Development Canada;Innovation, Sciences et Développement économique Canada;2023-2024_130_1306
11618;2023-2024;1306;Issuing Radio/Spectrum Licences;Délivrance de licences radio et de spectre;8546;Issuance of a new Land mobile radio license or modification to an existing one: Radiodetermination radio license will be processed in 49 days where no additional information is required.;Delivrance d'une nouvelle licence radio Mobile terrestre ou modification d'une licence existante: Radiorepérage sera traité dans un délai de 49 jours lorsqu'aucune information supplémentaire n'est requise.;TML;;ONL;;;;0.9;106.0;108.0;0.9815;;;Y;https://www.ic.gc.ca/eic/site/smt-gst.nsf/eng/sf08802.html;http://www.ic.gc.ca/eic/site/smt-gst.nsf/fra/sf08802.html;;S.O.;ic;130.0;Innovation, Science and Economic Development Canada;Innovation, Sciences et Développement économique Canada;2023-2024_130_1306
11619;2023-2024;1306;Issuing Radio/Spectrum Licences;Délivrance de licences radio et de spectre;8551;Issuance of a new Maritime radio license or modification to an existing one: Maritime base stations radio license will be processed in 49 days where no additional information is required.;Delivrance d'une nouvelle licence radio Maritime ou modification d'une licence existante: Stations de base maritimes sera traité dans un délai de 49 jours lorsqu'aucune information supplémentaire n'est requise.;TML;;ONL;;;;0.9;11.0;12.0;0.9167;;;Y;https://www.ic.gc.ca/eic/site/smt-gst.nsf/eng/sf08802.html;http://www.ic.gc.ca/eic/site/smt-gst.nsf/fra/sf08802.html;;S.O.;ic;130.0;Innovation, Science and Economic Development Canada;Innovation, Sciences et Développement économique Canada;2023-2024_130_1306
11620;2023-2024;1306;Issuing Radio/Spectrum Licences;Délivrance de licences radio et de spectre;8554;Issuance of a new Maritime radio license or modification to an existing one: Maritime mobile stations (i.e. vessel) radio license will be processed in 21 days where no additional information is required.;Delivrance d'une nouvelle licence radio Maritime ou modification d'une licence existante: Stations mobiles maritimes (navire) sera traité dans un délai de 21 jours lorsqu'aucune information supplémentaire n'est requise.;TML;;ONL;;;;0.9;171.0;180.0;0.95;;;Y;https://www.ic.gc.ca/eic/site/smt-gst.nsf/eng/sf08802.html;http://www.ic.gc.ca/eic/site/smt-gst.nsf/fra/sf08802.html;;S.O.;ic;130.0;Innovation, Science and Economic Development Canada;Innovation, Sciences et Développement économique Canada;2023-2024_130_1306
11621;2023-2024;1306;Issuing Radio/Spectrum Licences;Délivrance de licences radio et de spectre;8562;Issuance of a new Terrestrial: Other non-auctioned licenses with an established fee spectrum license will be processed in 28 days where no additional information is required.;Delivrance d'une nouvelle licence de spectre Terrestre : licences non mises aux enchères avec frais préétablis sera traité dans un délai de 28 jours lorsqu'aucune information supplémentaire n'est requise.;TML;;ONL;;;;0.9;0.0;0.0;;;;;https://www.ic.gc.ca/eic/site/smt-gst.nsf/eng/sf08802.html;http://www.ic.gc.ca/eic/site/smt-gst.nsf/fra/sf08802.html;;S.O.;ic;130.0;Innovation, Science and Economic Development Canada;Innovation, Sciences et Développement économique Canada;2023-2024_130_1306
11622;2023-2024;1306;Issuing Radio/Spectrum Licences;Délivrance de licences radio et de spectre;8524;Issuance of a new Aeronautical radio license or modification to an existing one: Aeronautical mobile stations (i.e. aircraft) radio license will be processed in 21 days where no additional information is required.;Délivrance d’une nouvelle licence radio Aéronautique ou modification d'une licence existante: Stations mobiles aéronautiques (aéronefs) sera traité dans un délai de 21 jours lorsqu'aucune information supplémentaire n'est requise.;TML;;OTH;Other includes applications that are created due to internal reasons or do not have a defined method of submission.;Autre inclus les applications qui ont été crées à cause d'une raison interne ou qui non pas une méthode de soumission défini.;;0.9;216.0;217.0;0.9954;;;Y;https://www.ic.gc.ca/eic/site/smt-gst.nsf/eng/sf08802.html;http://www.ic.gc.ca/eic/site/smt-gst.nsf/fra/sf08802.html;;S.O.;ic;130.0;Innovation, Science and Economic Development Canada;Innovation, Sciences et Développement économique Canada;2023-2024_130_1306
11623;2023-2024;1306;Issuing Radio/Spectrum Licences;Délivrance de licences radio et de spectre;8531;Issuance of a new Fixed (e.g. microwave) radio license or modification to an existing one: Point-to-point, Point-to-multipoint, Point-to-transportable or Transportable to transportable radio license will be processed in 28 days where no additional information is required.;"Delivrance d'une nouvelle licence radio Fixe (p. ex., micro-onde) ou modification d'une licence existante: Point à point, Point à multipoint, Point à station transportable ou
Station transportable à station transportable sera traité dans un délai de 28 jours lorsqu'aucune information supplémentaire n'est requise.";TML;;OTH;Other includes applications that are created due to internal reasons or do not have a defined method of submission.;Autre inclus les applications qui ont été crées à cause d'une raison interne ou qui non pas une méthode de soumission défini.;;0.9;82.0;88.0;0.9318;;;Y;https://www.ic.gc.ca/eic/site/smt-gst.nsf/eng/sf08802.html;http://www.ic.gc.ca/eic/site/smt-gst.nsf/fra/sf08802.html;;S.O.;ic;130.0;Innovation, Science and Economic Development Canada;Innovation, Sciences et Développement économique Canada;2023-2024_130_1306
11624;2023-2024;1306;Issuing Radio/Spectrum Licences;Délivrance de licences radio et de spectre;8535;Issuance of a new Land mobile radio license or modification to an existing one: Base-mobile systems radio license will be processed in 49 days where no additional information is required.;Delivrance d'une nouvelle licence radio Mobile terrestre ou modification d'une licence existante: Systèmes base mobile sera traité dans un délai de 49 jours lorsqu'aucune information supplémentaire n'est requise.;TML;;OTH;Other includes applications that are created due to internal reasons or do not have a defined method of submission.;Autre inclus les applications qui ont été crées à cause d'une raison interne ou qui non pas une méthode de soumission défini.;;0.9;244.0;250.0;0.976;;;Y;https://www.ic.gc.ca/eic/site/smt-gst.nsf/eng/sf08802.html;http://www.ic.gc.ca/eic/site/smt-gst.nsf/fra/sf08802.html;;S.O.;ic;130.0;Innovation, Science and Economic Development Canada;Innovation, Sciences et Développement économique Canada;2023-2024_130_1306
11625;2023-2024;1306;Issuing Radio/Spectrum Licences;Délivrance de licences radio et de spectre;8543;Issuance of a new Land mobile radio license or modification to an existing one: Mobile only radio license will be processed in 49 days where no additional information is required.;Delivrance d'une nouvelle licence radio Mobile terrestre ou modification d'une licence existante: Systèmes mobiles seulement sera traité dans un délai de 49 jours lorsqu'aucune information supplémentaire n'est requise.;TML;;OTH;Other includes applications that are created due to internal reasons or do not have a defined method of submission.;Autre inclus les applications qui ont été crées à cause d'une raison interne ou qui non pas une méthode de soumission défini.;;0.9;253.0;258.0;0.9806;;;Y;https://www.ic.gc.ca/eic/site/smt-gst.nsf/eng/sf08802.html;http://www.ic.gc.ca/eic/site/smt-gst.nsf/fra/sf08802.html;;S.O.;ic;130.0;Innovation, Science and Economic Development Canada;Innovation, Sciences et Développement économique Canada;2023-2024_130_1306
11626;2023-2024;1306;Issuing Radio/Spectrum Licences;Délivrance de licences radio et de spectre;8539;Issuance of a new Land mobile radio license or modification to an existing one: Light-licensed mobiles radio license will be processed in 21 days where no additional information is required.;Delivrance d'une nouvelle licence radio Mobile terrestre ou modification d'une licence existante: Systèmes mobiles simplifiés sera traité dans un délai de 21 jours lorsqu'aucune information supplémentaire n'est requise.;TML;;OTH;Other includes applications that are created due to internal reasons or do not have a defined method of submission.;Autre inclus les applications qui ont été crées à cause d'une raison interne ou qui non pas une méthode de soumission défini.;;0.9;5.0;5.0;1.0;;;Y;https://www.ic.gc.ca/eic/site/smt-gst.nsf/eng/sf08802.html;http://www.ic.gc.ca/eic/site/smt-gst.nsf/fra/sf08802.html;;S.O.;ic;130.0;Innovation, Science and Economic Development Canada;Innovation, Sciences et Développement économique Canada;2023-2024_130_1306
11627;2023-2024;1306;Issuing Radio/Spectrum Licences;Délivrance de licences radio et de spectre;8547;Issuance of a new Land mobile radio license or modification to an existing one: Radiodetermination radio license will be processed in 49 days where no additional information is required.;Delivrance d'une nouvelle licence radio Mobile terrestre ou modification d'une licence existante: Radiorepérage sera traité dans un délai de 49 jours lorsqu'aucune information supplémentaire n'est requise.;TML;;OTH;Other includes applications that are created due to internal reasons or do not have a defined method of submission.;Autre inclus les applications qui ont été crées à cause d'une raison interne ou qui non pas une méthode de soumission défini.;;0.9;12.0;12.0;1.0;;;Y;https://www.ic.gc.ca/eic/site/smt-gst.nsf/eng/sf08802.html;http://www.ic.gc.ca/eic/site/smt-gst.nsf/fra/sf08802.html;;S.O.;ic;130.0;Innovation, Science and Economic Development Canada;Innovation, Sciences et Développement économique Canada;2023-2024_130_1306
11628;2023-2024;1306;Issuing Radio/Spectrum Licences;Délivrance de licences radio et de spectre;8552;Issuance of a new Maritime radio license or modification to an existing one: Maritime base stations radio license will be processed in 49 days where no additional information is required.;Delivrance d'une nouvelle licence radio Maritime ou modification d'une licence existante: Stations de base maritimes sera traité dans un délai de 49 jours lorsqu'aucune information supplémentaire n'est requise.;TML;;OTH;Other includes applications that are created due to internal reasons or do not have a defined method of submission.;Autre inclus les applications qui ont été crées à cause d'une raison interne ou qui non pas une méthode de soumission défini.;;0.9;1.0;1.0;1.0;;;Y;https://www.ic.gc.ca/eic/site/smt-gst.nsf/eng/sf08802.html;http://www.ic.gc.ca/eic/site/smt-gst.nsf/fra/sf08802.html;;S.O.;ic;130.0;Innovation, Science and Economic Development Canada;Innovation, Sciences et Développement économique Canada;2023-2024_130_1306
11629;2023-2024;1306;Issuing Radio/Spectrum Licences;Délivrance de licences radio et de spectre;8555;Issuance of a new Maritime  radio license or modification to an existing one: Maritime mobile stations (i.e. vessel) radio license will be processed in 21 days where no additional information is required.;Delivrance d'une nouvelle licence radio Maritime ou modification d'une licence existante: Stations mobiles maritimes (navire) sera traité dans un délai de 21 jours lorsqu'aucune information supplémentaire n'est requise.;TML;;OTH;Other includes applications that are created due to internal reasons or do not have a defined method of submission.;Autre inclus les applications qui ont été crées à cause d'une raison interne ou qui non pas une méthode de soumission défini.;;0.9;17.0;17.0;1.0;;;Y;https://www.ic.gc.ca/eic/site/smt-gst.nsf/eng/sf08802.html;http://www.ic.gc.ca/eic/site/smt-gst.nsf/fra/sf08802.html;;S.O.;ic;130.0;Innovation, Science and Economic Development Canada;Innovation, Sciences et Développement économique Canada;2023-2024_130_1306
11630;2023-2024;1306;Issuing Radio/Spectrum Licences;Délivrance de licences radio et de spectre;8556;Issuance of a new Non-competitive Local Licenses: First-come, first-served, with an established fee spectrum license will be processed in 84 days where no additional information is required.;Delivrance d'une nouvelle licence de spectre Licences non-concurrentielles locales : premier arrivé, premier servi, avec frais préétablis sera traité dans un délai de 84 jours lorsqu'aucune information supplémentaire n'est requise.;TML;;OTH;We will only be issuing this type of licence in 24-25. Therefore, we cannot include in the reporting for 23-24. This is a placeholder for next year.;We will only be issuing this type of licence in 24-25. Therefore, we cannot include in the reporting for 23-24. This is a placeholder for next year.;;0.9;;;;;;;;S.O.;;S.O.;ic;130.0;Innovation, Science and Economic Development Canada;Innovation, Sciences et Développement économique Canada;2023-2024_130_1306
11631;2023-2024;1306;Issuing Radio/Spectrum Licences;Délivrance de licences radio et de spectre;8557;Issuance of a new Non-competitive Local Licenses: First-come, first-served, with an established fee spectrum license will be processed in 84 days where no additional information is required.;Delivrance d'une nouvelle licence de spectre Licences non-concurrentielles locales : premier arrivé, premier servi, avec frais préétablis sera traité dans un délai de 84 jours lorsqu'aucune information supplémentaire n'est requise.;TML;;OTH;We will only be issuing this type of licence in 24-25. Therefore, we cannot include in the reporting for 23-24. This is a placeholder for next year.;We will only be issuing this type of licence in 24-25. Therefore, we cannot include in the reporting for 23-24. This is a placeholder for next year.;;0.9;;;;;;;;S.O.;;S.O.;ic;130.0;Innovation, Science and Economic Development Canada;Innovation, Sciences et Développement économique Canada;2023-2024_130_1306
11632;2023-2024;1306;Issuing Radio/Spectrum Licences;Délivrance de licences radio et de spectre;8558;Issuance of a new Non-competitive Local Licenses: First-come, first-served, with an established fee spectrum license will be processed in 84 days where no additional information is required.;Delivrance d'une nouvelle licence de spectre Licences non-concurrentielles locales : premier arrivé, premier servi, avec frais préétablis sera traité dans un délai de 84 jours lorsqu'aucune information supplémentaire n'est requise.;TML;;OTH;We will only be issuing this type of licence in 24-25. Therefore, we cannot include in the reporting for 23-24. This is a placeholder for next year.;We will only be issuing this type of licence in 24-25. Therefore, we cannot include in the reporting for 23-24. This is a placeholder for next year.;;0.9;;;;;;;;S.O.;;S.O.;ic;130.0;Innovation, Science and Economic Development Canada;Innovation, Sciences et Développement économique Canada;2023-2024_130_1306
11633;2023-2024;1306;Issuing Radio/Spectrum Licences;Délivrance de licences radio et de spectre;8559;Issuance of a new Non-competitive Local Licenses: First-come, first-served, with an established fee spectrum license will be processed in 84 days where no additional information is required.;Delivrance d'une nouvelle licence de spectre Licences non-concurrentielles locales : premier arrivé, premier servi, avec frais préétablis sera traité dans un délai de 84 jours lorsqu'aucune information supplémentaire n'est requise.;TML;;OTH;We will only be issuing this type of licence in 24-25. Therefore, we cannot include in the reporting for 23-24. This is a placeholder for next year.;We will only be issuing this type of licence in 24-25. Therefore, we cannot include in the reporting for 23-24. This is a placeholder for next year.;;0.9;;;;;;;;S.O.;;S.O.;ic;130.0;Innovation, Science and Economic Development Canada;Innovation, Sciences et Développement économique Canada;2023-2024_130_1306
11634;2023-2024;1306;Issuing Radio/Spectrum Licences;Délivrance de licences radio et de spectre;8561;Issuance of a new Terrestrial: Other non-auctioned licenses with an established fee spectrum license will be processed in 28 days where no additional information is required.;Delivrance d'une nouvelle licence de spectre Terrestre : licences non mises aux enchères avec frais préétablis sera traité dans un délai de 28 jours lorsqu'aucune information supplémentaire n'est requise.;TML;;OTH;Other includes applications that are created due to internal reasons or do not have a defined method of submission.;Autre inclus les applications qui ont été crées à cause d'une raison interne ou qui non pas une méthode de soumission défini.;;0.9;9.0;9.0;1.0;;;Y;https://www.ic.gc.ca/eic/site/smt-gst.nsf/eng/sf08802.html;http://www.ic.gc.ca/eic/site/smt-gst.nsf/fra/sf08802.html;;S.O.;ic;130.0;Innovation, Science and Economic Development Canada;Innovation, Sciences et Développement économique Canada;2023-2024_130_1306
11636;2023-2024;1306;Issuing Radio/Spectrum Licences;Délivrance de licences radio et de spectre;8527;Issuance of a new Aeronautical radio license or modification to an existing one: Aeronautical mobile stations (i.e. aircraft) radio license will be processed in 21 days where no additional information is required.;Délivrance d’une nouvelle licence radio Aéronautique ou modification d'une licence existante: Stations mobiles aéronautiques (aéronefs) sera traité dans un délai de 21 jours lorsqu'aucune information supplémentaire n'est requise.;TML;;POST;;;;0.9;1.0;1.0;1.0;;;Y;https://www.ic.gc.ca/eic/site/smt-gst.nsf/eng/sf08802.html;http://www.ic.gc.ca/eic/site/smt-gst.nsf/fra/sf08802.html;;S.O.;ic;130.0;Innovation, Science and Economic Development Canada;Innovation, Sciences et Développement économique Canada;2023-2024_130_1306
11637;2023-2024;1306;Issuing Radio/Spectrum Licences;Délivrance de licences radio et de spectre;8528;Issuance of a new Fixed (e.g. microwave) radio license or modification to an existing one: Point-to-point, Point-to-multipoint, Point-to-transportable or Transportable to transportable radio license will be processed in 28 days where no additional information is required.;"""Delivrance d'une nouvelle licence radio Fixe (p. ex., micro-onde) ou modification d'une licence existante: Point à point, Point à multipoint, Point à station transportable ou Station transportable à station transportable sera traité dans un délai de 28 jours lorsqu'aucune information supplémentaire n'est requise. """;TML;;POST;;;;0.9;0.0;0.0;;* We track Postal Mail and Fax together;Nous suivons les envois postaux et les télécopies ensemble;;https://www.ic.gc.ca/eic/site/smt-gst.nsf/eng/sf08802.html;http://www.ic.gc.ca/eic/site/smt-gst.nsf/fra/sf08802.html;;S.O.;ic;130.0;Innovation, Science and Economic Development Canada;Innovation, Sciences et Développement économique Canada;2023-2024_130_1306
11638;2023-2024;1306;Issuing Radio/Spectrum Licences;Délivrance de licences radio et de spectre;8532;Issuance of a new Land mobile radio license or modification to an existing one: Base-mobile systems radio license will be processed in 49 days where no additional information is required.;Delivrance d'une nouvelle licence radio Mobile terrestre ou modification d'une licence existante: Systèmes base mobile sera traité dans un délai de 49 jours lorsqu'aucune information supplémentaire n'est requise.;TML;;POST;;;;0.9;2.0;2.0;1.0;* We track Postal Mail and Fax together;Nous suivons les envois postaux et les télécopies ensemble;Y;https://www.ic.gc.ca/eic/site/smt-gst.nsf/eng/sf08802.html;http://www.ic.gc.ca/eic/site/smt-gst.nsf/fra/sf08802.html;;S.O.;ic;130.0;Innovation, Science and Economic Development Canada;Innovation, Sciences et Développement économique Canada;2023-2024_130_1306
11639;2023-2024;1306;Issuing Radio/Spectrum Licences;Délivrance de licences radio et de spectre;8540;Issuance of a new Land mobile radio license or modification to an existing one: Mobile only radio license will be processed in 49 days where no additional information is required.;Delivrance d'une nouvelle licence radio Mobile terrestre ou modification d'une licence existante: Systèmes mobiles seulement sera traité dans un délai de 49 jours lorsqu'aucune information supplémentaire n'est requise.;TML;;POST;;;;0.9;8.0;8.0;1.0;We track Postal Mail and Fax together;Nous suivons les envois postaux et les télécopies ensemble;Y;https://www.ic.gc.ca/eic/site/smt-gst.nsf/eng/sf08802.html;http://www.ic.gc.ca/eic/site/smt-gst.nsf/fra/sf08802.html;;S.O.;ic;130.0;Innovation, Science and Economic Development Canada;Innovation, Sciences et Développement économique Canada;2023-2024_130_1306
11640;2023-2024;1306;Issuing Radio/Spectrum Licences;Délivrance de licences radio et de spectre;8536;Issuance of a new Land mobile radio license or modification to an existing one: Light-licensed mobiles radio license will be processed in 21 days where no additional information is required.;Delivrance d'une nouvelle licence radio Mobile terrestre ou modification d'une licence existante: Systèmes mobiles simplifiés sera traité dans un délai de 21 jours lorsqu'aucune information supplémentaire n'est requise.;TML;;POST;;;;0.9;10.0;11.0;0.9091;We track Postal Mail and Fax together;Nous suivons les envois postaux et les télécopies ensemble;Y;https://www.ic.gc.ca/eic/site/smt-gst.nsf/eng/sf08802.html;http://www.ic.gc.ca/eic/site/smt-gst.nsf/fra/sf08802.html;;S.O.;ic;130.0;Innovation, Science and Economic Development Canada;Innovation, Sciences et Développement économique Canada;2023-2024_130_1306
11641;2023-2024;1306;Issuing Radio/Spectrum Licences;Délivrance de licences radio et de spectre;8544;Issuance of a new Land mobile radio license or modification to an existing one: Radiodetermination radio license will be processed in 49 days where no additional information is required.;Delivrance d'une nouvelle licence radio Mobile terrestre ou modification d'une licence existante: Radiorepérage sera traité dans un délai de 49 jours lorsqu'aucune information supplémentaire n'est requise.;TML;;POST;;;;0.9;0.0;0.0;;* We track Postal Mail and Fax together;Nous suivons les envois postaux et les télécopies ensemble;;https://www.ic.gc.ca/eic/site/smt-gst.nsf/eng/sf08802.html;http://www.ic.gc.ca/eic/site/smt-gst.nsf/fra/sf08802.html;;S.O.;ic;130.0;Innovation, Science and Economic Development Canada;Innovation, Sciences et Développement économique Canada;2023-2024_130_1306
11642;2023-2024;1306;Issuing Radio/Spectrum Licences;Délivrance de licences radio et de spectre;8549;Issuance of a new Maritime radio license or modification to an existing one: Maritime base stations radio license will be processed in 49 days where no additional information is required.;Delivrance d'une nouvelle licence radio Maritime ou modification d'une licence existante: Stations de base maritimes sera traité dans un délai de 49 jours lorsqu'aucune information supplémentaire n'est requise.;TML;;POST;;;;0.9;0.0;0.0;;* We track Postal Mail and Fax together;Nous suivons les envois postaux et les télécopies ensemble;;https://www.ic.gc.ca/eic/site/smt-gst.nsf/eng/sf08802.html;http://www.ic.gc.ca/eic/site/smt-gst.nsf/fra/sf08802.html;;S.O.;ic;130.0;Innovation, Science and Economic Development Canada;Innovation, Sciences et Développement économique Canada;2023-2024_130_1306
11643;2023-2024;1306;Issuing Radio/Spectrum Licences;Délivrance de licences radio et de spectre;8548;Issuance of a new Maritime radio license or modification to an existing one: Maritime mobile stations (i.e. vessel) radio license will be processed in 21 days where no additional information is required.;Delivrance d'une nouvelle licence radio Maritime ou modification d'une licence existante: Stations mobiles maritimes (navire) sera traité dans un délai de 21 jours lorsqu'aucune information supplémentaire n'est requise.;TML;;POST;;;;0.9;6.0;6.0;1.0;* We track Postal Mail and Fax together;Nous suivons les envois postaux et les télécopies ensemble;Y;https://www.ic.gc.ca/eic/site/smt-gst.nsf/eng/sf08802.html;http://www.ic.gc.ca/eic/site/smt-gst.nsf/fra/sf08802.html;;S.O.;ic;130.0;Innovation, Science and Economic Development Canada;Innovation, Sciences et Développement économique Canada;2023-2024_130_1306
11644;2023-2024;1306;Issuing Radio/Spectrum Licences;Délivrance de licences radio et de spectre;8560;Issuance of a new Terrestrial: Other non-auctioned licenses with an established fee spectrum license will be processed in 28 days where no additional information is required.;Delivrance d'une nouvelle licence de spectre Terrestre : licences non mises aux enchères avec frais préétablis sera traité dans un délai de 28 jours lorsqu'aucune information supplémentaire n'est requise.;TML;;POST;;;;0.9;0.0;0.0;;* We track Postal Mail and Fax together;Nous suivons les envois postaux et les télécopies ensemble;;https://www.ic.gc.ca/eic/site/smt-gst.nsf/eng/sf08802.html;http://www.ic.gc.ca/eic/site/smt-gst.nsf/fra/sf08802.html;;S.O.;ic;130.0;Innovation, Science and Economic Development Canada;Innovation, Sciences et Développement économique Canada;2023-2024_130_1306
11650;2023-2024;1315;Radio and Terminal Equipment Certification;Homologation de l'équipement radio et du matériel terminal;8565;Equipment Registration fee (14 Calendar days);Enregistrement de l’équipement (14 jours calendrier);TML;;ONL;;;;0.9;3587.0;3589.0;0.9994;The Service standard was met for 3587 Equipment Registration applications on a total of 3589 applications between September 1st 2023 and March 31st 2024 (Fee was in force as of September 1st, 2023).;La norme de service a été respectée pour 3 587 demandes d'enregistrement d'équipement sur un total de 3 589 demandes entre le 1er septembre 2023 et le 31 mars 2024 (les frais étaient en vigueur au 1er septembre 2023).;Y;https://www.ic.gc.ca/eic/site/smt-gst.nsf/eng/sf08802.html#sec5;https://www.ic.gc.ca/eic/site/smt-gst.nsf/fra/sf08802.html#sec5;;S.O.;ic;130.0;Innovation, Science and Economic Development Canada;Innovation, Sciences et Développement économique Canada;2023-2024_130_1315
11651;2023-2024;1315;Radio and Terminal Equipment Certification;Homologation de l'équipement radio et du matériel terminal;8564;Equipment Registration Amendment fee (14 Calendar days);Modifications de l’enregistrement de l’équipement (14 jours calendrier);TML;;ONL;;;;0.9;1107.0;1107.0;1.0;The Service standard was met for 1107 Equipment Registration Amendment applications on a total of 1107 applications between September 1st 2023 and March 31st 2024 (Fee was in force as of September 1st , 2023).;La norme de service a été respectée pour 1 107 demandes de modification d'enregistrement d'équipement sur un total de 1 107 demandes entre le 1er septembre 2023 et le 31 mars 2024 (les frais étaient en vigueur le 1er septembre 2023).;Y;https://www.ic.gc.ca/eic/site/smt-gst.nsf/eng/sf08802.html#sec5;https://www.ic.gc.ca/eic/site/smt-gst.nsf/fra/sf08802.html#sec5;;S.O.;ic;130.0;Innovation, Science and Economic Development Canada;Innovation, Sciences et Développement économique Canada;2023-2024_130_1315
11652;2023-2024;1315;Radio and Terminal Equipment Certification;Homologation de l'équipement radio et du matériel terminal;8566;Wireless Equipment Certification fee (14 Calendar days);Homologation de l’équipement sans fil (14 jours calendrier);TML;;ONL;;;;0.9;0.0;0.0;;No Wireless Equipment Certification application was received between September 1st 2023 and March 31st 2024 (the fee was in force as of September 1st, 2023).;Aucune demande d'homologation d'équipement sans fil n'a été reçue entre le 1er septembre 2023 et le 31 mars 2024 (les frais étaient en vigueur au 1er septembre 2023).;;https://www.ic.gc.ca/eic/site/smt-gst.nsf/eng/sf08802.html#sec5;https://www.ic.gc.ca/eic/site/smt-gst.nsf/fra/sf08802.html#sec5;;S.O.;ic;130.0;Innovation, Science and Economic Development Canada;Innovation, Sciences et Développement économique Canada;2023-2024_130_1315
11653;2023-2024;1315;Radio and Terminal Equipment Certification;Homologation de l'équipement radio et du matériel terminal;8567;Wireless Equipment Recertification fee (14 Calendar days);Renouvellement de l’homologation de l’équipement sans fil (14 jours calendrier);TML;;ONL;;;;0.9;8.0;8.0;1.0;The Service standard was met for 8 Wireless Equipment Recertification applications on a total of 8 applications between September 1st 2023 and March 31st 2024 (Fee was in force as of September 1st, 2023).;La norme de service a été respectée pour 8 demandes de renouvellement de l’homologation de l’équipement sans fil sur un total de 8 demandes entre le 1er septembre 2023 et le 31 mars 2024 (les frais étaient en vigueur le 1er septembre 2023).;Y;https://www.ic.gc.ca/eic/site/smt-gst.nsf/eng/sf08802.html#sec5;https://www.ic.gc.ca/eic/site/smt-gst.nsf/fra/sf08802.html#sec5;;S.O.;ic;130.0;Innovation, Science and Economic Development Canada;Innovation, Sciences et Développement économique Canada;2023-2024_130_1315
